VOLK (5. AKT);ZWEITER AUFWÄRTER;1
CHASSECOEUR;LABÉDOYÈRE;1
CHASSECOEUR;DROUOT;1
CHASSECOEUR;EIN FLÜGELADJUTANT;1
CHASSECOEUR;EIN FUSSGARDIST;1
CHASSECOEUR;NEBENSTEHENDE KAMERADEN;1
CHASSECOEUR;WIEDER EIN GARDIST;1
CHASSECOEUR;DAS HEER;1
CHASSECOEUR;EIN ADJUTANT (4. AKT);1
CHASSECOEUR;ZWEITER ADJUTANT (4. AKT);1
CHASSECOEUR;EIN ANDERER OFFIZIER;1
CHASSECOEUR;DER HERANSPRENGENDE ADJUTANT;1
CHASSECOEUR;DIE OFFIZIERE DER GARDE;1
CHASSECOEUR;DIE GARDE;1
AUSRUFER EINER BILDERGALERIE;VITRY;1
AUSRUFER EINER BILDERGALERIE;CHASSECOEUR;1
AUSRUFER EINER BILDERGALERIE;AUSRUFER EINER MENAGERIE;1
AUSRUFER EINER BILDERGALERIE;EIN POLIZEIBEAMTER;1
AUSRUFER EINER BILDERGALERIE;SAVOYARDENKNABE;1
AUSRUFER EINER BILDERGALERIE;VOLK (1. AKT);1
AUSRUFER EINER BILDERGALERIE;EIN GENSD'ARMES (1. AKT);1
AUSRUFER EINER BILDERGALERIE;EIN ALTER OFFIZIER IN ZIVILTRACHT;1
AUSRUFER EINER BILDERGALERIE;MARQUIS VON HAUTERIVE;1
AUSRUFER EINER BILDERGALERIE;HERR VON VILLENEUVE;1
AUSRUFER EINER BILDERGALERIE;DIE STUHLVERMIETERIN;1
AUSRUFER EINER BILDERGALERIE;ZEITUNGSAUSRUFER;1
AUSRUFER EINER BILDERGALERIE;EINE ALTE PUTZHÄNDLERIN;1
AUSRUFER EINER BILDERGALERIE;HERZOG VON ORLEANS;1
AUSRUFER EINER BILDERGALERIE;HERZOG VON BERRY;1
AUSRUFER EINER BILDERGALERIE;EINER AUS DEM GEFOLGE DES HERZOGS;1
AUSRUFER EINER MENAGERIE;VITRY;1
AUSRUFER EINER MENAGERIE;CHASSECOEUR;1
AUSRUFER EINER MENAGERIE;EIN POLIZEIBEAMTER;1
AUSRUFER EINER MENAGERIE;SAVOYARDENKNABE;1
AUSRUFER EINER MENAGERIE;VOLK (1. AKT);1
AUSRUFER EINER MENAGERIE;EIN GENSD'ARMES (1. AKT);1
AUSRUFER EINER MENAGERIE;EIN ALTER OFFIZIER IN ZIVILTRACHT;1
AUSRUFER EINER MENAGERIE;MARQUIS VON HAUTERIVE;1
AUSRUFER EINER MENAGERIE;HERR VON VILLENEUVE;1
AUSRUFER EINER MENAGERIE;DIE STUHLVERMIETERIN;1
AUSRUFER EINER MENAGERIE;ZEITUNGSAUSRUFER;1
AUSRUFER EINER MENAGERIE;EINE ALTE PUTZHÄNDLERIN;1
AUSRUFER EINER MENAGERIE;HERZOG VON ORLEANS;1
AUSRUFER EINER MENAGERIE;HERZOG VON BERRY;1
AUSRUFER EINER MENAGERIE;EINER AUS DEM GEFOLGE DES HERZOGS;1
EIN POLIZEIBEAMTER;VITRY;1
EIN POLIZEIBEAMTER;SAVOYARDENKNABE;1
EIN POLIZEIBEAMTER;VOLK (1. AKT);1
EIN POLIZEIBEAMTER;MARQUIS VON HAUTERIVE;1
EIN POLIZEIBEAMTER;HERR VON VILLENEUVE;1
EIN POLIZEIBEAMTER;ZEITUNGSAUSRUFER;1
EIN POLIZEIBEAMTER;EINE ALTE PUTZHÄNDLERIN;1
EIN POLIZEIBEAMTER;HERZOG VON ORLEANS;1
EIN POLIZEIBEAMTER;HERZOG VON BERRY;1
EIN POLIZEIBEAMTER;EINER AUS DEM GEFOLGE DES HERZOGS;1
SAVOYARDENKNABE;VITRY;3
SAVOYARDENKNABE;VOLK (1. AKT);2
SAVOYARDENKNABE;ZEITUNGSAUSRUFER;1
SAVOYARDENKNABE;ZEITUNGSVERBREITER;1
SAVOYARDENKNABE;VOLK (2. AKT);1
SAVOYARDENKNABE;SCHNEIDERMEISTER;1
SAVOYARDENKNABE;VOLK (3. AKT);2
SAVOYARDENKNABE;VORSTÄDTER;1
SAVOYARDENKNABE;VOLK (4. AKT);1
SAVOYARDENKNABE;TRUPPEN;1
AUSRUFER BEI EINEM GUCKKASTEN;VITRY;1
AUSRUFER BEI EINEM GUCKKASTEN;CHASSECOEUR;1
AUSRUFER BEI EINEM GUCKKASTEN;AUSRUFER EINER BILDERGALERIE;1
AUSRUFER BEI EINEM GUCKKASTEN;AUSRUFER EINER MENAGERIE;1
AUSRUFER BEI EINEM GUCKKASTEN;EIN POLIZEIBEAMTER;1
AUSRUFER BEI EINEM GUCKKASTEN;SAVOYARDENKNABE;1
AUSRUFER BEI EINEM GUCKKASTEN;VOLK (1. AKT);1
AUSRUFER BEI EINEM GUCKKASTEN;EIN GENSD'ARMES (1. AKT);1
AUSRUFER BEI EINEM GUCKKASTEN;EIN ALTER OFFIZIER IN ZIVILTRACHT;1
AUSRUFER BEI EINEM GUCKKASTEN;MARQUIS VON HAUTERIVE;1
AUSRUFER BEI EINEM GUCKKASTEN;HERR VON VILLENEUVE;1
AUSRUFER BEI EINEM GUCKKASTEN;DIE STUHLVERMIETERIN;1
AUSRUFER BEI EINEM GUCKKASTEN;ZEITUNGSAUSRUFER;1
AUSRUFER BEI EINEM GUCKKASTEN;EINE ALTE PUTZHÄNDLERIN;1
AUSRUFER BEI EINEM GUCKKASTEN;HERZOG VON ORLEANS;1
AUSRUFER BEI EINEM GUCKKASTEN;HERZOG VON BERRY;1
AUSRUFER BEI EINEM GUCKKASTEN;EINER AUS DEM GEFOLGE DES HERZOGS;1
VOLK (1. AKT);ZEITUNGSAUSRUFER;1
VOLK (1. AKT);VOLK (3. AKT);1
VOLK (1. AKT);VORSTÄDTER;1
EIN GENSD'ARMES (1. AKT);VITRY;1
EIN GENSD'ARMES (1. AKT);EIN POLIZEIBEAMTER;1
EIN GENSD'ARMES (1. AKT);SAVOYARDENKNABE;1
EIN GENSD'ARMES (1. AKT);VOLK (1. AKT);1
EIN GENSD'ARMES (1. AKT);MARQUIS VON HAUTERIVE;1
EIN GENSD'ARMES (1. AKT);HERR VON VILLENEUVE;1
EIN GENSD'ARMES (1. AKT);ZEITUNGSAUSRUFER;1
EIN GENSD'ARMES (1. AKT);EINE ALTE PUTZHÄNDLERIN;1
EIN GENSD'ARMES (1. AKT);HERZOG VON ORLEANS;1
EIN GENSD'ARMES (1. AKT);HERZOG VON BERRY;1
EIN GENSD'ARMES (1. AKT);EINER AUS DEM GEFOLGE DES HERZOGS;1
EIN ALTER OFFIZIER IN ZIVILTRACHT;VITRY;1
EIN ALTER OFFIZIER IN ZIVILTRACHT;EIN POLIZEIBEAMTER;1
EIN ALTER OFFIZIER IN ZIVILTRACHT;SAVOYARDENKNABE;1
EIN ALTER OFFIZIER IN ZIVILTRACHT;VOLK (1. AKT);1
EIN ALTER OFFIZIER IN ZIVILTRACHT;EIN GENSD'ARMES (1. AKT);1
EIN ALTER OFFIZIER IN ZIVILTRACHT;MARQUIS VON HAUTERIVE;1
EIN ALTER OFFIZIER IN ZIVILTRACHT;HERR VON VILLENEUVE;1
EIN ALTER OFFIZIER IN ZIVILTRACHT;ZEITUNGSAUSRUFER;1
EIN ALTER OFFIZIER IN ZIVILTRACHT;EINE ALTE PUTZHÄNDLERIN;1
EIN ALTER OFFIZIER IN ZIVILTRACHT;HERZOG VON ORLEANS;1
EIN ALTER OFFIZIER IN ZIVILTRACHT;HERZOG VON BERRY;1
EIN ALTER OFFIZIER IN ZIVILTRACHT;EINER AUS DEM GEFOLGE DES HERZOGS;1
MARQUIS VON HAUTERIVE;VITRY;1
MARQUIS VON HAUTERIVE;SAVOYARDENKNABE;1
MARQUIS VON HAUTERIVE;VOLK (1. AKT);1
MARQUIS VON HAUTERIVE;ZEITUNGSAUSRUFER;1
HERR VON VILLENEUVE;VITRY;1
HERR VON VILLENEUVE;SAVOYARDENKNABE;1
HERR VON VILLENEUVE;VOLK (1. AKT);1
HERR VON VILLENEUVE;MARQUIS VON HAUTERIVE;1
HERR VON VILLENEUVE;ZEITUNGSAUSRUFER;1
HERR VON VILLENEUVE;HERZOG VON ORLEANS;1
HERR VON VILLENEUVE;HERZOG VON BERRY;1
DIE STUHLVERMIETERIN;VITRY;1
DIE STUHLVERMIETERIN;EIN POLIZEIBEAMTER;1
DIE STUHLVERMIETERIN;SAVOYARDENKNABE;1
DIE STUHLVERMIETERIN;VOLK (1. AKT);1
DIE STUHLVERMIETERIN;EIN GENSD'ARMES (1. AKT);1
DIE STUHLVERMIETERIN;EIN ALTER OFFIZIER IN ZIVILTRACHT;1
DIE STUHLVERMIETERIN;MARQUIS VON HAUTERIVE;1
DIE STUHLVERMIETERIN;HERR VON VILLENEUVE;1
DIE STUHLVERMIETERIN;ZEITUNGSAUSRUFER;1
DIE STUHLVERMIETERIN;EINE ALTE PUTZHÄNDLERIN;1
DIE STUHLVERMIETERIN;HERZOG VON ORLEANS;1
DIE STUHLVERMIETERIN;HERZOG VON BERRY;1
DIE STUHLVERMIETERIN;EINER AUS DEM GEFOLGE DES HERZOGS;1
EINE ALTE PUTZHÄNDLERIN;VITRY;2
EINE ALTE PUTZHÄNDLERIN;SAVOYARDENKNABE;2
EINE ALTE PUTZHÄNDLERIN;VOLK (1. AKT);1
EINE ALTE PUTZHÄNDLERIN;MARQUIS VON HAUTERIVE;1
EINE ALTE PUTZHÄNDLERIN;HERR VON VILLENEUVE;1
EINE ALTE PUTZHÄNDLERIN;ZEITUNGSAUSRUFER;1
EINE ALTE PUTZHÄNDLERIN;HERZOG VON ORLEANS;1
EINE ALTE PUTZHÄNDLERIN;HERZOG VON BERRY;1
EINE ALTE PUTZHÄNDLERIN;EINER AUS DEM GEFOLGE DES HERZOGS;1
EINE ALTE PUTZHÄNDLERIN;LOUISE;1
EINE ALTE PUTZHÄNDLERIN;ZEITUNGSVERBREITER;1
EINE ALTE PUTZHÄNDLERIN;VOLK (2. AKT);1
ADVOKAT DUCHESNE;VITRY;3
ADVOKAT DUCHESNE;CHASSECOEUR;3
ADVOKAT DUCHESNE;AUSRUFER EINER BILDERGALERIE;1
ADVOKAT DUCHESNE;AUSRUFER EINER MENAGERIE;1
ADVOKAT DUCHESNE;EIN POLIZEIBEAMTER;1
ADVOKAT DUCHESNE;SAVOYARDENKNABE;3
ADVOKAT DUCHESNE;AUSRUFER BEI EINEM GUCKKASTEN;1
ADVOKAT DUCHESNE;VOLK (1. AKT);2
ADVOKAT DUCHESNE;EIN GENSD'ARMES (1. AKT);1
ADVOKAT DUCHESNE;EIN ALTER OFFIZIER IN ZIVILTRACHT;1
ADVOKAT DUCHESNE;MARQUIS VON HAUTERIVE;1
ADVOKAT DUCHESNE;HERR VON VILLENEUVE;1
ADVOKAT DUCHESNE;DIE STUHLVERMIETERIN;1
ADVOKAT DUCHESNE;ZEITUNGSAUSRUFER;1
ADVOKAT DUCHESNE;EINE ALTE PUTZHÄNDLERIN;2
ADVOKAT DUCHESNE;HERZOG VON ORLEANS;1
ADVOKAT DUCHESNE;HERZOG VON BERRY;1
ADVOKAT DUCHESNE;EINER AUS DEM GEFOLGE DES HERZOGS;1
ADVOKAT DUCHESNE;DIE DAMEN DER HALLE;1
ADVOKAT DUCHESNE;EINE ANDERE DAME DER HALLE;1
ADVOKAT DUCHESNE;LOUISE;1
ADVOKAT DUCHESNE;ZEITUNGSVERBREITER;1
ADVOKAT DUCHESNE;VOLK (2. AKT);1
ADVOKAT DUCHESNE;DER EMIGRANT;1
ADVOKAT DUCHESNE;SCHNEIDERMEISTER;1
ADVOKAT DUCHESNE;FRAU DES SCHNEIDERMEISTERS;1
ADVOKAT DUCHESNE;EIN ÄLTLICHES FRAUENZIMMER;1
ADVOKAT DUCHESNE;LEUTE VERSCHIEDENEN STANDES;1
ADVOKAT DUCHESNE;VOLK (3. AKT);1
ADVOKAT DUCHESNE;DER NEBENSTEHENDE;1
ADVOKAT DUCHESNE;EINER AUS DER MASSE;1
ADVOKAT DUCHESNE;EIN ANDERER;1
ADVOKAT DUCHESNE;EIN NEBENSTEHENDER;1
ADVOKAT DUCHESNE;ALLE;1
ADVOKAT DUCHESNE;EIN BÜRGER (3. AKT);1
ADVOKAT DUCHESNE;JOUVE;1
ADVOKAT DUCHESNE;EIN VORSTÄDTER;1
ADVOKAT DUCHESNE;VORSTÄDTER;1
ADVOKAT DUCHESNE;GÖTTIN DER VERNUNFT;1
ADVOKAT DUCHESNE;EIN HAUPTMANN DER GENSD'ARMES;1
ADVOKAT DUCHESNE;EIN ANKOMMENDER;1
ADVOKAT DUCHESNE;EIN KRÄMER;1
ADVOKAT DUCHESNE;FRAU DES KRÄMERS;1
HERZOG VON ORLEANS;VITRY;1
HERZOG VON ORLEANS;SAVOYARDENKNABE;1
HERZOG VON ORLEANS;VOLK (1. AKT);1
HERZOG VON ORLEANS;MARQUIS VON HAUTERIVE;1
HERZOG VON ORLEANS;ZEITUNGSAUSRUFER;1
HERZOG VON BERRY;VITRY;1
HERZOG VON BERRY;SAVOYARDENKNABE;1
HERZOG VON BERRY;VOLK (1. AKT);1
HERZOG VON BERRY;MARQUIS VON HAUTERIVE;1
HERZOG VON BERRY;ZEITUNGSAUSRUFER;1
HERZOG VON BERRY;HERZOG VON ORLEANS;1
HERZOG VON BERRY;KÖNIG LUDWIG;2
HERZOG VON BERRY;HERZOGIN VON ANGOULEME;2
HERZOG VON BERRY;OBERZEREMONIENMEISTER;2
HERZOG VON BERRY;MONSIEUR;1
HERZOG VON BERRY;OBERDIREKTOR DES TELEGRAPHEN;1
HERZOG VON BERRY;MARSCHALL NEY;1
HERZOG VON BERRY;KURIER;1
EINER AUS DEM GEFOLGE DES HERZOGS;VITRY;1
EINER AUS DEM GEFOLGE DES HERZOGS;SAVOYARDENKNABE;1
EINER AUS DEM GEFOLGE DES HERZOGS;VOLK (1. AKT);1
EINER AUS DEM GEFOLGE DES HERZOGS;MARQUIS VON HAUTERIVE;1
EINER AUS DEM GEFOLGE DES HERZOGS;HERR VON VILLENEUVE;1
EINER AUS DEM GEFOLGE DES HERZOGS;ZEITUNGSAUSRUFER;1
EINER AUS DEM GEFOLGE DES HERZOGS;HERZOG VON ORLEANS;1
EINER AUS DEM GEFOLGE DES HERZOGS;HERZOG VON BERRY;1
MADAME DE SERRÉ;VOLK (1. AKT);1
MADAME DE SERRÉ;SCHWEIZERGARDIST;1
DIE AMME;VOLK (1. AKT);1
DIE AMME;MADAME DE SERRÉ;1
DIE AMME;EIN ALTER MARQUIS;1
DIE AMME;SCHWEIZERGARDIST;1
DIE AMME;EIN BÜRGER;1
DIE AMME;EIN ANDERER BÜRGER;1
DIE AMME;EIN KLEINER OFENHEIZER;1
DIE AMME;EIN HAUPTMANN DER SCHWEIZERGARDE;1
DIE AMME;KÖNIG LUDWIG;1
EIN ALTER MARQUIS;VOLK (1. AKT);1
EIN ALTER MARQUIS;MADAME DE SERRÉ;1
EIN ALTER MARQUIS;SCHWEIZERGARDIST;1
EIN ALTER MARQUIS;EIN BÜRGER;1
EIN ALTER MARQUIS;EIN ANDERER BÜRGER;1
EIN ALTER MARQUIS;EIN KLEINER OFENHEIZER;1
EIN ALTER MARQUIS;EIN HAUPTMANN DER SCHWEIZERGARDE;1
EIN ALTER MARQUIS;KÖNIG LUDWIG;1
SCHWEIZERGARDIST;VOLK (1. AKT);1
EIN BÜRGER;VITRY;1
EIN BÜRGER;VOLK (1. AKT);1
EIN BÜRGER;MADAME DE SERRÉ;1
EIN BÜRGER;SCHWEIZERGARDIST;1
EIN BÜRGER;EIN KLEINER OFENHEIZER;1
EIN BÜRGER;EIN HAUPTMANN DER SCHWEIZERGARDE;1
EIN BÜRGER;KÖNIG LUDWIG;1
EIN BÜRGER;EINE LINIENINFANTERIE-PATROUILLE;1
EIN BÜRGER;EIN GENSD'ARMES (2. AKT);1
EIN BÜRGER;FOUCHÉ;1
EIN BÜRGER;OFFIZIER (2. Akt);1
EIN ANDERER BÜRGER;VITRY;1
EIN ANDERER BÜRGER;VOLK (1. AKT);1
EIN ANDERER BÜRGER;MADAME DE SERRÉ;1
EIN ANDERER BÜRGER;SCHWEIZERGARDIST;1
EIN ANDERER BÜRGER;EIN BÜRGER;2
EIN ANDERER BÜRGER;EIN KLEINER OFENHEIZER;1
EIN ANDERER BÜRGER;EIN HAUPTMANN DER SCHWEIZERGARDE;1
EIN ANDERER BÜRGER;KÖNIG LUDWIG;1
EIN ANDERER BÜRGER;EINE LINIENINFANTERIE-PATROUILLE;1
EIN ANDERER BÜRGER;EIN GENSD'ARMES (2. AKT);1
EIN ANDERER BÜRGER;FOUCHÉ;1
EIN ANDERER BÜRGER;OFFIZIER (2. Akt);1
CHORUS DER ALTADLIGEN EMIGRANTEN, DAMEN UND HERREN;VOLK (1. AKT);1
CHORUS DER ALTADLIGEN EMIGRANTEN, DAMEN UND HERREN;MADAME DE SERRÉ;1
CHORUS DER ALTADLIGEN EMIGRANTEN, DAMEN UND HERREN;DIE AMME;1
CHORUS DER ALTADLIGEN EMIGRANTEN, DAMEN UND HERREN;EIN ALTER MARQUIS;1
CHORUS DER ALTADLIGEN EMIGRANTEN, DAMEN UND HERREN;SCHWEIZERGARDIST;1
CHORUS DER ALTADLIGEN EMIGRANTEN, DAMEN UND HERREN;EIN BÜRGER;1
CHORUS DER ALTADLIGEN EMIGRANTEN, DAMEN UND HERREN;EIN ANDERER BÜRGER;1
CHORUS DER ALTADLIGEN EMIGRANTEN, DAMEN UND HERREN;EIN KLEINER OFENHEIZER;1
CHORUS DER ALTADLIGEN EMIGRANTEN, DAMEN UND HERREN;EIN HAUPTMANN DER SCHWEIZERGARDE;1
CHORUS DER ALTADLIGEN EMIGRANTEN, DAMEN UND HERREN;KÖNIG LUDWIG;1
EIN KLEINER OFENHEIZER;VOLK (1. AKT);1
EIN KLEINER OFENHEIZER;MADAME DE SERRÉ;1
EIN KLEINER OFENHEIZER;SCHWEIZERGARDIST;1
EIN KLEINER OFENHEIZER;KÖNIG LUDWIG;1
EIN HAUPTMANN DER SCHWEIZERGARDE;VOLK (1. AKT);1
EIN HAUPTMANN DER SCHWEIZERGARDE;MADAME DE SERRÉ;1
EIN HAUPTMANN DER SCHWEIZERGARDE;SCHWEIZERGARDIST;1
EIN HAUPTMANN DER SCHWEIZERGARDE;EIN KLEINER OFENHEIZER;1
EIN HAUPTMANN DER SCHWEIZERGARDE;KÖNIG LUDWIG;1
KÖNIG LUDWIG;VOLK (1. AKT);1
KÖNIG LUDWIG;MADAME DE SERRÉ;1
KÖNIG LUDWIG;SCHWEIZERGARDIST;1
KÖNIG LUDWIG;OBERZEREMONIENMEISTER;2
KÖNIG LUDWIG;MONSIEUR;1
KÖNIG LUDWIG;OBERDIREKTOR DES TELEGRAPHEN;1
KÖNIG LUDWIG;MARSCHALL NEY;1
HERZOGIN VON ANGOULEME;KÖNIG LUDWIG;2
HERZOGIN VON ANGOULEME;OBERZEREMONIENMEISTER;2
HERZOGIN VON ANGOULEME;MONSIEUR;1
HERZOGIN VON ANGOULEME;OBERDIREKTOR DES TELEGRAPHEN;1
HERZOGIN VON ANGOULEME;MARSCHALL NEY;1
HERZOGIN VON ANGOULEME;KURIER;1
HERZOG VON ANGOULEME;HERZOG VON BERRY;2
HERZOG VON ANGOULEME;KÖNIG LUDWIG;2
HERZOG VON ANGOULEME;HERZOGIN VON ANGOULEME;2
HERZOG VON ANGOULEME;OBERZEREMONIENMEISTER;2
HERZOG VON ANGOULEME;MONSIEUR;1
HERZOG VON ANGOULEME;OBERDIREKTOR DES TELEGRAPHEN;1
HERZOG VON ANGOULEME;MARSCHALL NEY;1
HERZOG VON ANGOULEME;KURIER;1
GRAF BLACAS D'AULPS;HERZOG VON BERRY;2
GRAF BLACAS D'AULPS;KÖNIG LUDWIG;2
GRAF BLACAS D'AULPS;HERZOGIN VON ANGOULEME;2
GRAF BLACAS D'AULPS;OBERZEREMONIENMEISTER;2
GRAF BLACAS D'AULPS;HERZOG VON ANGOULEME;2
GRAF BLACAS D'AULPS;MONSIEUR;1
GRAF BLACAS D'AULPS;OBERDIREKTOR DES TELEGRAPHEN;1
GRAF BLACAS D'AULPS;MARSCHALL NEY;1
GRAF BLACAS D'AULPS;KURIER;1
DER OBERZEREMONIENMEISTER;HERZOG VON BERRY;1
DER OBERZEREMONIENMEISTER;KÖNIG LUDWIG;1
DER OBERZEREMONIENMEISTER;HERZOGIN VON ANGOULEME;1
DER OBERZEREMONIENMEISTER;OBERZEREMONIENMEISTER;1
DER OBERZEREMONIENMEISTER;HERZOG VON ANGOULEME;1
DER OBERZEREMONIENMEISTER;GRAF BLACAS D'AULPS;1
NAPOLEON;VITRY;1
NAPOLEON;OFFIZIER (3. Akt);1
NAPOLEON;SERGEANT;1
NAPOLEON;ZWEITER OFFIZIER;1
NAPOLEON;NEBENSTEHENDE KAMERADEN;1
NAPOLEON;WIEDER EIN GARDIST;1
NAPOLEON;ZWEITER ADJUTANT (4. AKT);1
NAPOLEON;PÄCHTER LACOSTE;1
NAPOLEON;ZWEITER ADJUTANT (5. AKT);1
NAPOLEON;ZIETHEN;1
NAPOLEON;PREUSSISCHE REITEREI;1
BERTRAND;VITRY;1
BERTRAND;CHASSECOEUR;1
BERTRAND;NAPOLEON;6
BERTRAND;DER POLNISCHE LEGIONSREITER;1
BERTRAND;DER OFFIZIER;2
BERTRAND;CAMBRONNE;4
BERTRAND;FOUCHÉ;1
BERTRAND;CARNOT;1
BERTRAND;OFFIZIER (3. Akt);1
BERTRAND;HORTENSE;2
BERTRAND;EIN OFFIZIER;2
BERTRAND;EIN KAMMERHERR;1
BERTRAND;EINE ORDONNANZ;1
BERTRAND;EINE ANDERE ORDONNANZ;1
BERTRAND;DIE SCHREIBENDEN;1
BERTRAND;BLÜCHER;1
BERTRAND;GNEISENAU;1
BERTRAND;SERGEANT;1
BERTRAND;EIN KAPITÄN DER VOLTIGEURS;1
BERTRAND;ERSTER OFFIZIER;1
BERTRAND;ZWEITER OFFIZIER;1
BERTRAND;DRITTER OFFIZIER;1
BERTRAND;EIN IN DER FERNE IN DIE SCHLACHTLINIE RÜCKENDES REGIMENT;1
BERTRAND;LABÉDOYÈRE;1
BERTRAND;DROUOT;1
BERTRAND;EIN FLÜGELADJUTANT;1
BERTRAND;EIN FUSSGARDIST;1
BERTRAND;NEBENSTEHENDE KAMERADEN;1
BERTRAND;WIEDER EIN GARDIST;1
BERTRAND;DAS HEER;1
BERTRAND;EIN ADJUTANT (4. AKT);1
BERTRAND;ZWEITER ADJUTANT (4. AKT);1
BERTRAND;EIN ANDERER OFFIZIER;1
BERTRAND;DER HERANSPRENGENDE ADJUTANT;1
BERTRAND;DIE OFFIZIERE DER GARDE;1
BERTRAND;DIE GARDE;2
BERTRAND;HERZOG VON WELLINGTON;1
BERTRAND;EIN HERANSPRENGENDER ADJUTANT;1
BERTRAND;MILHAUD;1
BERTRAND;PÄCHTER LACOSTE;1
BERTRAND;EIN OFFIZIER DER GARDEGRENADIERE ZU PFERDE;1
BERTRAND;EIN ANDERER OFFIZIER DER GARDEGRENADIERE ZU PFERDE;1
BERTRAND;EIN OFFIZIER DER SUITE;1
BERTRAND;EIN ADJUTANT (5. AKT);1
BERTRAND;DRITTER ADJUTANT (5. AKT);1
BERTRAND;ZWEITER ADJUTANT (5. AKT);1
BERTRAND;EIN ANKOMMENDER ADJUTANT;1
BERTRAND;GARDEMUSIK;1
BERTRAND;EINER DER GARDEHOBOISTEN;1
BERTRAND;EIN ENGLISCHER DRAGONEROFFIZIER;1
BERTRAND;ENGLISCHE REITEREI;1
BERTRAND;PREUSSISCHE REITEREI;1
BERTRAND;DIE GRANITKOLONNE;1
DER POLNISCHE LEGIONSREITER;NAPOLEON;1
DER OFFIZIER;NAPOLEON;2
DER OFFIZIER;DER POLNISCHE LEGIONSREITER;1
DER OFFIZIER;FOUCHÉ;1
DER OFFIZIER;OFFIZIER (3. Akt);1
DER OFFIZIER;HORTENSE;1
DER OFFIZIER;EIN OFFIZIER;1
DER OFFIZIER;EIN KAMMERHERR;1
DER OFFIZIER;EINE ORDONNANZ;1
DER OFFIZIER;EINE ANDERE ORDONNANZ;1
DER OFFIZIER;DIE SCHREIBENDEN;1
CAMBRONNE;VITRY;1
CAMBRONNE;CHASSECOEUR;1
CAMBRONNE;NAPOLEON;4
CAMBRONNE;DER POLNISCHE LEGIONSREITER;1
CAMBRONNE;DER OFFIZIER;1
CAMBRONNE;EIN OFFIZIER;1
CAMBRONNE;GNEISENAU;1
